 1.171	 0.229	-1.125	-0.230
 1.047	 0.313	-0.988	-0.146
 0.975	 0.191	-0.938	-0.190
 1.049	 0.235	-1.003	-0.194
 0.991	 0.254	-0.951	-0.115
 1.037	 0.199	-0.997	-0.204
 1.025	 0.268	-0.977	-0.151
 1.016	 0.242	-0.974	-0.153
 1.026	 0.210	-0.982	-0.209
 1.053	 0.257	-1.006	-0.173
 1.013	 0.237	-0.967	-0.188
 1.039	 0.235	-0.992	-0.199
 1.024	 0.245	-0.981	-0.163
 1.032	 0.226	-0.989	-0.186
 1.032	 0.241	-0.989	-0.172
 1.027	 0.246	-0.983	-0.165
 1.031	 0.227	-0.992	-0.168
 1.030	 0.240	-0.988	-0.167
 1.030	 0.240	-0.987	-0.170
 1.032	 0.234	-0.988	-0.184
 1.029	 0.245	-0.985	-0.172
 1.030	 0.237	-0.984	-0.189
 1.030	 0.230	-0.987	-0.184
 1.030	 0.243	-0.985	-0.175
 1.031	 0.239	-0.986	-0.182
 1.030	 0.240	-0.987	-0.173
 1.029	 0.229	-0.988	-0.173
 1.026	 0.227	-0.987	-0.167
 1.041	 0.233	-1.000	-0.174
 1.035	 0.239	-0.992	-0.176
 1.035	 0.233	-0.993	-0.176
 1.027	 0.234	-0.983	-0.185
 1.032	 0.235	-0.988	-0.183
 1.039	 0.241	-0.994	-0.186
 1.035	 0.236	-0.992	-0.179
 1.035	 0.237	-0.990	-0.190
 1.034	 0.230	-0.990	-0.186
 1.257	 0.235	-1.207	-0.262
 1.062	 0.357	-0.995	-0.101
 0.974	 0.149	-0.942	-0.198
 1.061	 0.255	-1.016	-0.170
 0.974	 0.259	-0.933	-0.109
 1.041	 0.178	-1.003	-0.215
 1.017	 0.277	-0.969	-0.135
 1.020	 0.238	-0.978	-0.167
 1.036	 0.204	-0.990	-0.226
 1.050	 0.268	-1.001	-0.171
 1.007	 0.237	-0.962	-0.179
 1.053	 0.236	-1.005	-0.211
 1.009	 0.243	-0.967	-0.160
 1.037	 0.224	-0.995	-0.189
 1.021	 0.238	-0.981	-0.156
 1.035	 0.247	-0.990	-0.168
 1.026	 0.226	-0.987	-0.170
 1.035	 0.236	-0.991	-0.179
 1.022	 0.234	-0.980	-0.170
 1.037	 0.241	-0.992	-0.183
 1.030	 0.246	-0.983	-0.186
 1.034	 0.232	-0.990	-0.190
 1.033	 0.229	-0.988	-0.197
 1.036	 0.233	-0.993	-0.182
